WITTCASE NUMBER: HA002206
SAMPLE NUMBER:   22
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  MPA     	  MPA'		  LV     	  LV'		
 27.08   	 -10.17		 80.59   	 -45.78		
 27.04   	 -10.17		 80.41   	 -40.69		
 27.00   	 -15.26		 80.24   	 -40.69		
 26.94   	 -15.26		 80.08   	 -40.69		
 26.88   	 -15.26		 79.92   	 -50.86		
 26.82   	 -20.35		 79.71   	 -55.95		
 26.73   	 -10.17		 79.49   	 -71.21		
 26.69   	  -5.09		 79.21   	 -71.21		
 26.67   	   0.00		 78.92   	 -71.21		
 26.67   	   5.09		 78.64   	 -86.47		
 26.69   	  15.26		 78.29   	 -91.56		
 26.75   	  15.26		 77.92   	-101.73		
 26.82   	  20.35		 77.52   	-106.82		
 26.90   	  10.17		 77.09   	-111.90		
 26.94   	   0.00		 76.64   	-122.07		
 26.94   	   0.00		 76.15   	-127.16		
 26.94   	 -15.26		 75.65   	-142.42		
 26.88   	 -20.35		 75.08   	-157.68		
 26.80   	 -30.52		 74.45   	-188.20		
 26.67   	 -35.61		 73.69   	-233.98		
 26.53   	 -40.69		 72.76   	-284.84		
 26.37   	 -45.78		 71.62   	-340.79		
 26.19   	 -50.86		 70.25   	-412.00		
 25.98   	 -61.04		 68.61   	-493.39		
 25.74   	 -66.12		 66.63   	-584.94		
 25.47   	 -76.30		 64.29   	-681.58		
 25.17   	 -96.64		 61.57   	-829.09		
 24.78   	-106.82		 58.25   	-966.43		
 24.35   	-116.99		 54.38   	-996.94		
 23.89   	-137.33		 50.40   	-956.25		
 23.34   	-152.59		 46.57   	-930.82		
 22.73   	-152.59		 42.85   	-946.08		
 22.12   	-127.16		 39.06   	-905.39		
 21.61   	 -76.30		 35.44   	-808.75		
 21.30   	 -40.69		 32.21   	-701.93		
 21.14   	 -15.26		 29.40   	-610.37		
 21.08   	  15.26		 26.96   	-534.08		
 21.14   	  66.12		 24.82   	-462.87		
 21.40   	  96.64		 22.97   	-412.00		
 21.79   	 116.99		 21.32   	-376.40		
 22.26   	 122.07		 19.82   	-356.05		
 22.75   	 122.07		 18.39   	-330.62		
 23.23   	 122.07		 17.07   	-310.27		
 23.72   	 122.07		 15.83   	-305.19		
 24.21   	 111.90		 14.61   	-295.01		
 24.66   	  91.56		 13.43   	-284.84		
 25.03   	  66.12		 12.29   	-279.75		
 25.29   	  66.12		 11.17   	-259.41		
 25.55   	  45.78		 10.13   	-228.89		
 25.74   	   5.09		  9.22   	-193.29		
 25.76   	 -15.26		  8.44   	-147.51		
 25.70   	 -10.17		  7.85   	-116.99		
 25.66   	 -30.52		  7.39   	 -76.30		
 25.53   	 -66.12		  7.08   	 -50.86		
 25.27   	 -96.64		  6.88   	 -25.43		
 24.88   	 -91.56		  6.78   	 -20.35		
 24.52   	 -91.56		  6.69   	 -10.17		
 24.15   	-116.99		  6.65(D)	  20.35		
 23.68   	-111.90		  6.73   	  35.61		
 23.23   	-106.82		  6.88   	  35.61		
 22.81   	-116.99		  7.02   	  45.78		
 22.34   	-106.82		  7.20   	  61.04		
 21.91   	-101.73		  7.45   	  66.12		
 21.51   	-106.82		  7.71   	  66.12		
 21.08   	 -96.64		  7.98   	  61.04		
 20.69   	 -61.04		  8.22   	  61.04		
 20.45   	 -30.52		  8.46   	  55.95		
 20.33   	 -30.52		  8.69   	  35.61		
 20.20   	 -40.69		  8.83   	  25.43		
 20.04   	 -35.61		  8.93   	  15.26		
 19.90   	 -35.61		  8.99   	  10.17		
 19.76   	 -40.69		  9.03   	   5.09		
 19.59   	 -40.69		  9.05   	  10.17		
 19.43   	 -40.69		  9.09   	  10.17		
 19.27   	 -61.04		  9.14   	  20.35		
 19.02   	 -66.12		  9.22   	  25.43		
 18.76   	 -40.69		  9.32   	  35.61		
 18.60   	 -20.35		  9.46   	  30.52		
 18.51   	 -35.61		  9.58   	  30.52		
 18.37   	 -45.78		  9.70   	  40.69		
 18.19   	 -40.69		  9.87   	  45.78		
 18.03   	 -45.78		 10.05   	  40.69		
 17.84   	 -45.78		 10.21   	  40.69		
 17.66   	 -50.86		 10.38   	  45.78		
 17.46   	 -55.95		 10.56   	  45.78		
 17.23   	 -55.95		 10.74   	  45.78		
 17.01   	 -45.78		 10.93   	  45.78		
 16.83   	 -40.69		 11.11   	  40.69		
 16.66   	 -40.69		 11.27   	  35.61		
 16.50   	 -40.69		 11.41   	  30.52		
 16.34   	 -40.69		 11.54   	  20.35		
 16.17   	 -40.69		 11.62   	  20.35		
 16.01   	 -40.69		 11.70   	  25.43		
 15.85   	 -40.69		 11.80   	  20.35		
 15.69   	 -45.78		 11.88   	  15.26		
 15.50   	 -40.69		 11.94   	  15.26		
 15.34   	 -40.69		 12.00   	  20.35		
 15.18   	 -35.61		 12.09   	  15.26		
 15.04   	 -25.43		 12.15   	  20.35		
 14.93   	 -20.35		 12.23   	  30.52		
 14.85   	 -15.26		 12.35   	  25.43		
 14.79   	 -15.26		 12.45   	  20.35		
 14.73   	 -15.26		 12.53   	  20.35		
 14.67   	 -10.17		 12.61   	  15.26		
 14.63   	  -5.09		 12.68   	  15.26		
 14.61   	  -5.09		 12.74   	  15.26		
 14.59   	 -15.26		 12.80   	  15.26		
 14.53   	 -15.26		 12.86   	  10.17		
 14.47   	 -20.35		 12.90   	  10.17		
 14.38   	 -15.26		 12.94   	   5.09		
 14.32   	 -15.26		 12.96   	  10.17		
 14.26   	 -20.35		 13.00   	  15.26		
 14.18   	 -15.26		 13.06   	  20.35		
 14.12   	 -10.17		 13.14   	  20.35		
 14.08   	  -5.09		 13.22   	  15.26		
 14.06   	 -10.17		 13.29   	  15.26		
 14.02(D)	   0.00		 13.35   	  10.17		
 14.02   	   0.00		 13.39   	   5.09		
 14.02   	   5.09		 13.41   	  10.17		
 14.04   	  10.17		 13.45   	  15.26		
 14.08   	  20.35		 13.51   	  15.26		
 14.16   	  25.43		 13.57   	  15.26		
 14.26   	  25.43		 13.63   	  15.26		
 14.36   	  15.26		 13.69   	  15.26		
 14.43   	  10.17		 13.75   	  20.35		
 14.47   	   5.09		 13.84   	  20.35		
 14.49   	  -5.09		 13.92   	  20.35		
 14.47   	   0.00		 14.00(E)	  10.17		
 14.47   	  -5.09		 14.04   	  15.26		
 14.45   	  -5.09		 14.10   	  10.17		
 14.43   	   0.00		 14.14   	  10.17		
 14.43   	  -5.09		 14.18   	  20.35		
 14.40   	   0.00		 14.26   	  30.52		
 14.40   	   0.00		 14.38   	  45.78		
 14.40   	   0.00		 14.57   	  66.12		
 14.40   	   0.00		 14.83   	  91.56		
 14.40   	   5.09		 15.20   	 127.16		
 14.43   	  15.26		 15.71   	 157.68		
 14.49   	  25.43		 16.34   	 193.29		
 14.59   	  40.69		 17.11   	 228.89		
 14.75   	  55.95		 18.03   	 274.67		
 14.97   	  76.30		 19.13   	 300.10		
 15.28   	 122.07		 20.33   	 340.79		
 15.77   	 162.77		 21.69   	 427.26		
 16.42   	 203.46		 23.40   	 554.42		
 17.23   	 259.41		 25.62   	 661.24		
 18.27   	 244.15		 28.26   	 732.45		
 19.25   	 142.42		 31.19   	 778.23		
 19.82   	  76.30		 34.30   	 813.83		
 20.12   	  66.12		 37.56   	 813.83		
 20.39   	  30.52		 40.81   	 798.57		
 20.51   	  15.26		 44.01   	 783.31		
 20.57   	  40.69		 47.14   	 691.76		
 20.73   	  40.69		 49.91   	 651.07		
 20.90   	  61.04		 52.51   	 625.63		
 21.14   	  91.56		 55.02   	 590.03		
 21.51   	 106.82		 57.38   	 574.77		
 21.93   	 111.90		 59.67   	 539.16		
 22.38   	 116.99		 61.83   	 462.87		
 22.85   	 116.99		 63.68   	 422.18		
 23.32   	 111.90		 65.37   	 417.09		
 23.76   	 101.73		 67.04   	 391.66		
 24.17   	  81.38		 68.61   	 335.71		
 24.50   	  76.30		 69.95   	 310.27		
 24.80   	  55.95		 71.19   	 295.01		
 25.03   	  35.61		 72.37   	 279.75		
 25.17   	  15.26		 73.49   	 254.32		
 25.23   	  15.26		 74.51   	 244.15		
 25.29   	  15.26		 75.48   	 233.98		
 25.35   	  20.35		 76.42   	 213.63		
 25.43   	  30.52		 77.27   	 193.29		
 25.55   	  20.35		 78.05   	 167.85		
 25.64   	  10.17		 78.72   	 157.68		
 25.68   	  15.26		 79.35   	 137.33		
 25.74   	  30.52		 79.90   	 116.99		
 25.86   	  30.52		 80.37   	 101.73		
 25.98   	  25.43		 80.77   	  86.47		
 26.08   	  35.61		 81.12   	  66.12		
 26.23   	  30.52		 81.38   	  50.86		
 26.35   	  25.43		 81.59   	  40.69		
 26.45   	  35.61		 81.75   	  30.52		
 26.59   	  30.52		 81.87   	  20.35		
 26.71   	  20.35		 81.95   	  10.17		
 26.80   	  15.26		 81.99   	   5.09		
 26.86   	   0.00		 82.01(S)	  -5.09		
 26.86   	 -15.26		 81.99   	  -5.09		
 26.80   	 -20.35		 81.97   	 -20.35		
 26.71   	 -20.35		 81.89   	 -10.17		
 26.63   	   0.00		 81.85   	 -20.35		
 26.63   	   5.09		 81.77   	 -30.52		
 26.65   	  10.17		 81.65   	 -30.52		
 26.69   	  20.35		 81.53   	 -25.43		
 26.78   	  25.43		 81.42   	 -30.52		
 26.88   	  20.35		 81.30   	 -35.61		
 26.96   	  30.52		 81.16   	 -35.61		
 27.08   	  30.52		 81.02   	 -25.43		
 27.20   	  20.35		 80.92   	 -30.52		
 27.28   	   5.09		 80.79   	 -40.69		
 27.30   	   5.09		 80.63   	 -40.69		
 27.32(S)	   0.00		 80.47   	 -35.61		
 27.32   	 -10.17		 80.33   	 -45.78		
 27.28   	 -15.26		 80.14   	 -55.95		
 27.22   	 -20.35		 79.92   	 -50.86		
 27.14   	 -20.35		 79.71   	 -55.95		
 27.06   	 -30.52		 79.49   	 -66.12		
 26.94   	 -15.26		 79.23   	 -71.21		
 26.88   	 -15.26		 78.94   	 -71.21		
 26.82   	  -5.09		 78.66   	 -76.30		
 26.80   	  10.17		 78.35   	 -76.30		
 26.84   	   5.09		 78.05   	 -91.56		
 26.86   	  15.26		 77.68   	-106.82		
 26.92   	  10.17		 77.25   	-101.73		
 26.96   	   5.09		 76.85   	-106.82		
 26.98   	  -5.09		 76.42   	-116.99		
 26.96   	 -15.26		 75.95   	-137.33		
 26.90   	 -15.26		 75.40   	-152.59		
 26.84   	 -25.43		 74.79   	-172.94		
 26.73   	 -25.43		 74.10   	-203.46		
 26.63   	 -35.61		 73.29   	-254.32		
 26.49   	 -35.61		 72.27   	-305.19		
 26.35   	 -40.69		 71.05   	-366.22		
 26.19   	 -50.86		 69.58   	-447.61		
 25.98   	 -55.95		 67.79   	-528.99		
 25.76   	 -71.21		 65.68   	-610.37		
 25.47   	 -86.47		 63.23   	-722.28		
 25.13   	-101.73		 60.35   	-869.78		
 24.72   	-111.90		 56.87   	-991.86		
 24.27   	-132.25		 52.90   	-976.60		
 23.74   	-162.77		 48.99   	-935.91		
 23.09   	-167.85		 45.25   	-951.17		
 22.42   	-137.33		 41.44   	-946.08		
 21.87   	 -86.47		 37.66   	-869.78		
 21.53   	 -50.86		 34.18   	-757.88		
 21.32   	 -15.26		 31.15   	-671.41		
 21.26   	  10.17		 28.46   	-590.03		
 21.30   	  50.86		 26.10   	-508.65		
 21.51   	  91.56		 24.07   	-442.52		
 21.87   	 116.99		 22.30   	-396.74		
 22.34   	 132.25		 20.71   	-356.05		
 22.87   	 127.16		 19.29   	-335.71		
 23.38   	 116.99		 17.94   	-320.45		
 23.85   	 111.90		 16.66   	-315.36		
 24.29   	 111.90		 15.40   	-300.10		
 24.74   	  91.56		 14.20   	-295.01		
 25.11   	  76.30		 13.02   	-289.93		
 25.41   	  66.12		 11.86   	-279.75		
 25.68   	  61.04		 10.74   	-249.24		
 25.92   	  25.43		  9.75   	-228.89		
 26.02   	  -5.09		  8.83   	-188.20		
 26.00   	 -15.26		  8.08   	-147.51		
 25.94   	 -30.52		  7.49   	-101.73		
 25.82   	 -61.04		  7.08   	 -66.12		
 25.57   	 -86.47		  6.82   	 -40.69		
 25.23   	 -96.64		  6.65   	 -20.35		
 24.84   	 -91.56		  6.57   	  -5.09		
 24.48   	 -91.56		  6.55   	  -5.09		
 24.11   	-106.82		  6.53(D)	   5.09		
 23.68   	-132.25		  6.55   	  35.61		
 23.15   	-127.16		  6.69   	  45.78		
 22.64   	 -96.64		  6.88   	  61.04		
 22.26   	-101.73		  7.12   	  71.21		
 21.85   	-111.90		  7.41   	  76.30		
 21.40   	 -86.47		  7.71   	  66.12		
 21.06   	 -61.04		  7.98   	  61.04		
 20.81   	 -66.12		  8.22   	  61.04		
 20.55   	 -66.12		  8.46   	  61.04		
 20.28   	 -30.52		  8.71   	  45.78		
 20.16   	 -20.35		  8.89   	  30.52		
 20.08   	 -35.61		  9.01   	  20.35		
 19.94   	 -35.61		  9.09   	  10.17		
 19.80   	 -55.95		  9.14   	  10.17		
 19.57   	 -50.86		  9.18   	  10.17		
 19.37   	 -40.69		  9.22   	  15.26		
 19.21   	 -40.69		  9.28   	  15.26		
 19.04   	 -45.78		  9.34   	  15.26		
 18.86   	 -45.78		  9.40   	  20.35		
 18.68   	 -45.78		  9.48   	  30.52		
 18.49   	 -50.86		  9.60   	  40.69		
 18.29   	 -45.78		  9.77   	  45.78		
 18.11   	 -50.86		  9.95   	  50.86		
 17.90   	 -61.04		 10.15   	  50.86		
 17.66   	 -61.04		 10.36   	  55.95		
 17.42   	 -50.86		 10.58   	  50.86		
 17.21   	 -45.78		 10.78   	  45.78		
 17.03   	 -45.78		 10.97   	  45.78		
 16.85   	 -35.61		 11.15   	  40.69		
 16.70   	 -35.61		 11.31   	  35.61		
 16.56   	 -30.52		 11.45   	  30.52		
 16.44   	 -35.61		 11.58   	  20.35		
 16.30   	 -35.61		 11.66   	  15.26		
 16.15   	 -40.69		 11.72   	  15.26		
 15.99   	 -45.78		 11.78   	  15.26		
 15.81   	 -40.69		 11.84   	  20.35		
 15.65   	 -35.61		 11.92   	  20.35		
 15.50   	 -40.69		 12.00   	  15.26		
 15.34   	 -35.61		 12.07   	  20.35		
 15.20   	 -30.52		 12.15   	  15.26		
 15.08   	 -30.52		 12.21   	  20.35		
 14.95   	 -25.43		 12.29   	  25.43		
 14.85   	 -25.43		 12.39   	  25.43		
 14.75   	 -15.26		 12.49   	  25.43		
 14.69   	 -20.35		 12.59   	  20.35		
 14.61   	 -15.26		 12.68   	  20.35		
 14.55   	 -15.26		 12.76   	  15.26		
 14.49   	 -10.17		 12.82   	  15.26		
 14.45   	 -15.26		 12.88   	  20.35		
 14.38   	 -10.17		 12.96   	  10.17		
 14.34   	  -5.09		 13.00   	  15.26		
 14.32   	  -5.09		 13.06   	  10.17		
 14.30   	   0.00		 13.10   	  10.17		
 14.30   	   5.09		 13.14   	  10.17		
 14.32   	   0.00		 13.18   	  10.17		
 14.32   	  -5.09		 13.22   	  15.26		
 14.30   	  -5.09		 13.29   	  15.26		
 14.28   	 -10.17		 13.35   	  15.26		
 14.24   	 -15.26		 13.41   	  10.17		
 14.18   	  -5.09		 13.45   	  10.17		
 14.16   	  -5.09		 13.49   	  15.26		
 14.14(D)	   5.09		 13.55   	  20.35		
 14.16   	   5.09		 13.63   	  15.26		
 14.18   	  10.17		 13.69   	  15.26		
 14.22   	  10.17		 13.75   	  15.26		
 14.26   	  10.17		 13.81   	  20.35		
 14.30   	   5.09		 13.90   	  20.35		
 14.32   	   0.00		 13.98   	  20.35		
 14.32   	   5.09		 14.06(E)	  20.35		
 14.34   	   5.09		 14.14   	  15.26		
 14.36   	   5.09		 14.20   	   5.09		
 14.38   	   5.09		 14.22   	  10.17		
 14.40   	   5.09		 14.26   	  15.26		
 14.43   	   5.09		 14.32   	  20.35		
 14.45   	   5.09		 14.40   	  30.52		
 14.47   	   5.09		 14.53   	  50.86		
 14.49   	   5.09		 14.73   	  71.21		
 14.51   	   0.00		 15.02   	  96.64		
 14.51   	   5.09		 15.40   	 137.33		
 14.53   	  15.26		 15.95   	 172.94		
 14.59   	  25.43		 16.64   	 208.54		
 14.69   	  40.69		 17.48   	 249.24		
 14.85   	  55.95		 18.47   	 284.84		
 15.08   	  91.56		 19.61   	 310.27		
 15.44   	 137.33		 20.85   	 361.14		
 15.99   	 188.20		 22.30   	 473.04		
 16.74   	 218.72		 24.19   	 595.11		
 17.62   	 254.32		 26.57   	 681.58		
 18.64   	 218.72		 29.30   	 742.62		
 19.51   	 111.90		 32.27   	 793.49		
 19.96   	  40.69		 35.44   	 803.66		
 20.12   	  66.12		 38.66   	 803.66		
 20.39   	  15.26		 41.87   	 844.35		
 20.45   	   0.00		 45.25   	 752.79		
 20.45   	  30.52		 48.26   	 666.32		
 20.57   	  55.95		 50.93   	 635.81		
 20.79   	  76.30		 53.47   	 610.37		
 21.10   	  86.47		 55.91   	 579.86		
 21.44   	 101.73		 58.23   	 564.60		
 21.85   	 116.99		 60.49   	 508.65		
 22.32   	 127.16		 62.52   	 437.43		
 22.83   	 127.16		 64.27   	 417.09		
 23.34   	 116.99		 65.94   	 406.92		
 23.80   	 106.82		 67.57   	 366.22		
 24.23   	  91.56		 69.03   	 330.62		
 24.60   	  71.21		 70.36   	 305.19		
 24.88   	  50.86		 71.58   	 295.01		
 25.09   	  30.52		 72.76   	 269.58		
 25.21   	  25.43		 73.83   	 249.24		
 25.31   	  15.26		 74.83   	 239.06		
 25.37   	   0.00		 75.79   	 223.80		
 25.37   	  -5.09		 76.68   	 203.46		
 25.35   	  15.26		 77.50   	 188.20		
 25.41   	  15.26		 78.25   	 178.03		
 25.47   	  15.26		 78.96   	 152.59		
 25.53   	  30.52		 79.57   	 127.16		
 25.66   	  40.69		 80.08   	 111.90		
 25.82   	  25.43		 80.53   	  91.56		
 25.92   	  35.61		 80.89   	  76.30		
 26.06   	  40.69		 81.20   	  66.12		
 26.23   	  25.43		 81.46   	  50.86		
 26.33   	  25.43		 81.67   	  40.69		
 26.43   	  30.52		 81.83   	  30.52		
 26.55   	  20.35		 81.95   	  15.26		
 26.63   	  20.35		 82.01   	   5.09		
 26.71   	  25.43		 82.03   	   5.09		
 26.82   	  25.43		 82.05(S)	  -5.09		
 26.92   	  30.52		 82.03   	  -5.09		
 27.04   	  25.43		 82.01   	 -10.17		
 27.14   	  25.43		 81.97   	 -15.26		
 27.24   	  20.35		 81.91   	 -30.52		
 27.32   	  15.26		 81.79   	 -30.52		
 27.39   	  10.17		 81.67   	 -25.43		
 27.43   	   0.00		 81.57   	 -30.52		
 27.43   	  -5.09		 81.44   	 -35.61		
 27.41   	 -15.26		 81.30   	 -30.52		
 27.34   	 -20.35		 81.18   	 -25.43		
 27.26   	 -20.35		 81.08   	 -35.61		
 27.18   	 -20.35		 80.94   	 -35.61		
 27.10   	 -20.35		 80.79   	 -35.61		
 27.02   	 -20.35		 80.65   	 -30.52		
 26.94   	 -20.35		 80.53   	 -35.61		
 26.86   	 -20.35		 80.39   	 -45.78		
 26.78   	   0.00		 80.20   	 -50.86		
 26.78   	  15.26		 80.00   	 -50.86		
 26.84   	  25.43		 79.80   	 -66.12		
 26.94   	  30.52		 79.53   	 -66.12		
 27.06   	  35.61		 79.27   	 -55.95		
 27.20   	  30.52		 79.04   	 -66.12		
 27.32   	  20.35		 78.78   	 -81.38		
 27.41   	  10.17		 78.45   	 -81.38		
 27.45(S)	 -10.17		 78.13   	 -91.56		
 27.41   	 -15.26		 77.76   	 -91.56		
 27.34   	 -25.43		 77.40   	-111.90		
 27.24   	 -25.43		 76.95   	-122.07		
 27.14   	 -40.69		 76.46   	-122.07		
 26.98   	 -40.69		 75.97   	-137.33		
 26.82   	 -40.69		 75.42   	-157.68		
 26.65   	 -40.69		 74.79   	-183.11		
 26.49   	 -40.69		 74.06   	-218.72		
 26.33   	 -40.69		 73.18   	-254.32		
 26.16   	 -35.61		 72.17   	-315.36		
 26.02   	 -35.61		 70.91   	-376.40		
 25.88   	 -35.61		 69.40   	-452.69		
 25.74   	 -45.78		 67.59   	-528.99		
 25.55   	 -55.95		 65.47   	-620.55		
 25.33   	 -76.30		 62.99   	-742.62		
 25.03   	 -91.56		 60.02   	-895.22		
 24.66   	-116.99		 56.44   	-996.94		
 24.19   	-132.25		 52.45   	-961.34		
 23.66   	-157.68		 48.61   	-946.08		
 23.03   	-152.59		 44.82   	-961.34		
 22.42   	-116.99		 40.98   	-951.17		
 21.95   	 -71.21		 37.17   	-854.52		
 21.67   	 -35.61		 33.75   	-752.79		
 21.53   	 -10.17		 30.74   	-661.24		
 21.49   	  30.52		 28.10   	-579.86		
 21.61   	  71.21		 25.78   	-498.47		
 21.89   	 101.73		 23.78   	-427.26		
 22.30   	 116.99		 22.08   	-386.57		
 22.77   	 111.90		 20.53   	-361.14		
 23.21   	 116.99		 19.08   	-330.62		
 23.68   	 116.99		 17.76   	-320.45		
 24.15   	 127.16		 16.48   	-305.19		
 24.66   	 101.73		 15.26   	-305.19		
 25.07   	  76.30		 14.04   	-305.19		
 25.37   	  66.12		 12.82   	-295.01		
 25.64   	  61.04		 11.64   	-284.84		
 25.88   	  45.78		 10.50   	-254.32		
 26.06   	  20.35		  9.48   	-218.72		
 26.14   	   0.00		  8.61   	-183.11		
 26.14   	 -20.35		  7.87   	-137.33		
 26.06   	 -45.78		  7.32   	 -91.56		
 25.88   	 -76.30		  6.96   	 -66.12		
 25.57   	 -86.47		  6.69   	 -35.61		
 25.23   	 -86.47		  6.55(D)	   5.09		
 24.88   	 -96.64		  6.57   	  20.35		
 24.50   	-101.73		  6.65   	  15.26		
 24.09   	-111.90		  6.71   	  15.26		
 23.64   	-106.82		  6.78   	  35.61		
 23.21   	-116.99		  6.92   	  50.86		
 22.75   	-132.25		  7.12   	  55.95		
 22.22   	-116.99		  7.34   	  55.95		
 21.75   	 -91.56		  7.57   	  50.86		
 21.38   	 -81.38		  7.77   	  61.04		
 21.06   	 -76.30		  8.02   	  50.86		
 20.75   	 -66.12		  8.22   	  40.69		
 20.49   	 -55.95		  8.38   	  40.69		
 20.26   	 -35.61		  8.55   	  30.52		
 20.12   	 -35.61		  8.67   	  25.43		
 19.98   	 -45.78		  8.77   	  15.26		
 19.80   	 -40.69		  8.83   	  15.26		
 19.63   	 -40.69		  8.89   	  15.26		
 19.47   	 -40.69		  8.95   	  20.35		
 19.31   	 -55.95		  9.03   	  20.35		
 19.08   	 -55.95		  9.11   	  25.43		
 18.86   	 -55.95		  9.22   	  30.52		
 18.64   	 -40.69		  9.34   	  30.52		
 18.47   	 -30.52		  9.46   	  35.61		
 18.35   	 -35.61		  9.60   	  40.69		
 18.21   	 -35.61		  9.77   	  40.69		
 18.07   	 -35.61		  9.93   	  45.78		
 17.92   	 -35.61		 10.11   	  45.78		
 17.78   	 -50.86		 10.29   	  50.86		
 17.58   	 -50.86		 10.50   	  55.95		
 17.38   	 -50.86		 10.72   	  55.95		
 17.17   	 -50.86		 10.95   	  50.86		
 16.97   	 -55.95		 11.15   	  50.86		
 16.74   	 -50.86		 11.35   	  40.69		
 16.54   	 -55.95		 11.52   	  35.61		
 16.32   	 -50.86		 11.66   	  30.52		
 16.11   	 -50.86		 11.78   	  20.35		
 15.91   	 -50.86		 11.86   	  20.35		
 15.71   	 -35.61		 11.94   	  15.26		
 15.56   	 -30.52		 12.00   	  10.17		
 15.44   	 -30.52		 12.04   	  15.26		
 15.32   	 -25.43		 12.11   	  15.26		
 15.22   	 -25.43		 12.17   	  20.35		
 15.12   	 -15.26		 12.25   	  20.35		
 15.06   	 -15.26		 12.33   	  25.43		
 14.99   	 -10.17		 12.43   	  25.43		
 14.95   	  -5.09		 12.53   	  25.43		
 14.93   	 -10.17		 12.63   	  25.43		
 14.89   	 -15.26		 12.74   	  25.43		
 14.83   	 -15.26		 12.84   	  15.26		
 14.77   	 -20.35		 12.90   	  20.35		
 14.69   	 -25.43		 12.98   	  20.35		
 14.59   	 -25.43		 13.06   	  20.35		
 14.49   	 -25.43		 13.14   	  15.26		
 14.38   	 -20.35		 13.20   	   5.09		
 14.30   	 -25.43		 13.22   	   5.09		
 14.20   	 -15.26		 13.25   	   5.09		
 14.14   	 -10.17		 13.27   	   5.09		
 14.10   	 -10.17		 13.29   	  10.17		
 14.06   	  -5.09		 13.33   	   5.09		
 14.04(D)	   0.00		 13.35   	  10.17		
 14.04   	   0.00		 13.39   	  10.17		
 14.04   	   5.09		 13.43   	  10.17		
 14.06   	  20.35		 13.47   	  10.17		
 14.14   	  30.52		 13.51   	  15.26		
 14.26   	  25.43		 13.57   	  20.35		
 14.36   	  25.43		 13.65   	  25.43		
 14.47   	  20.35		 13.75   	  20.35		
 14.55   	  10.17		 13.84   	  25.43		
 14.59   	   0.00		 13.94   	  25.43		
 14.59   	 -15.26		 14.04   	  20.35		
 14.53   	 -10.17		 14.12(E)	  15.26		
 14.49   	  -5.09		 14.18   	  15.26		
 14.47   	 -10.17		 14.24   	   5.09		
 14.43   	 -10.17		 14.26   	   5.09		
 14.38   	  -5.09		 14.28   	  10.17		
 14.36   	  -5.09		 14.32   	  20.35		
 14.34   	   0.00		 14.40   	  35.61		
 14.34   	   5.09		 14.55   	  61.04		
 14.36   	   5.09		 14.79   	  91.56		
 14.38   	  10.17		 15.16   	 122.07		
 14.43   	  10.17		 15.65   	 157.68		
 14.47   	  25.43		 16.28   	 193.29		
 14.57   	  40.69		 17.05   	 233.98		
 14.73   	  61.04		 17.99   	 274.67		
 14.97   	  81.38		 19.08   	 310.27		
 15.30   	 116.99		 20.33   	 335.71		
 15.77   	 178.03		 21.67   	 412.00		
 16.48   	 223.80		 23.32   	 528.99		
 17.38   	 249.24		 25.43   	 640.89		
 18.37   	 239.06		 28.00   	 717.19		
 19.33   	 162.77		 30.86   	 773.14		
 19.98   	  76.30		 33.96   	 808.75		
 20.28   	  66.12		 37.19   	 818.92		
 20.55   	  61.04		 40.47   	 798.57		
 20.79   	  10.17		 43.66   	 798.57		
 20.83   	  20.35		 46.86   	 707.02		
 20.92   	  40.69		 49.68   	 651.07		
 21.08   	  71.21		 52.29   	 630.72		
 21.36   	  86.47		 54.81   	 600.20		
 21.71   	 106.82		 57.21   	 579.86		
 22.14   	 116.99		 59.53   	 554.42		
 22.60   	 122.07		 61.75   	 483.21		
 23.09   	 127.16		 63.68   	 432.35		
 23.60   	 122.07		 65.41   	 422.18		
 24.09   	 106.82		 67.10   	 406.92		
 24.52   	 101.73		 68.73   	 345.88		
 24.92   	  86.47		 70.11   	 300.10		
 25.27   	  81.38		 71.31   	 295.01		
 25.60   	  66.12		 72.49   	 284.84		
 25.86   	  50.86		 73.63   	 259.41		
 26.06   	  45.78		 74.67   	 239.06		
 26.25   	  30.52		 75.63   	 233.98		
 26.37   	  20.35		 76.56   	 218.72		
 26.45   	  20.35		 77.44   	 188.20		
 26.53   	  25.43		 78.19   	 178.03		
 26.63   	  25.43		 78.90   	 172.94		
 26.73   	  35.61		 79.59   	 152.59		
 26.88   	  30.52		 80.20   	 132.25		
 27.00   	  35.61		 80.73   	 111.90		
 27.14   	  30.52		 81.18   	  91.56		
 27.26   	  25.43		 81.55   	  66.12		
 27.37   	  30.52		 81.81   	  61.04		
 27.49   	  30.52		 82.05   	  45.78		
 27.61   	  20.35		 82.24   	  40.69		
 27.69   	  15.26		 82.40   	  25.43		
 27.75   	  20.35		 82.50   	  10.17		
 27.83   	  15.26		 82.54   	   0.00		
 27.89   	  10.17		 82.54   	  -5.09		
 27.93   	  10.17		 82.52   	  -5.09		
 27.98   	  15.26		 82.50   	  -5.09		
 28.04   	  20.35		 82.48   	 -15.26		
 28.12   	  15.26		 82.42   	 -25.43		
 28.18   	  25.43		 82.32   	 -25.43		
